Title,Link,Company,Salary,Locations,Level,Year of Experience,Contract Type,Sex,Skills
Flutter Developer (Salary Up To 40M),https://www.topcv.vn/viec-lam/flutter-developer-salary-up-to-40m/1279028.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN SYSTEMATIC FUNCTIONS,Tới 40 triệu,Hà Nội,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,"a, Kỹ năng chuyên môn ● Có ít nhất 3 năm kinh nghiệm về lập trình Mobile trong đó ít nhất 2 năm phát triển sản phẩm trên đa nền tảng Flutter. b, Về kiến thức ● Có kinh nghiệm phát triển ứng dụng đa nền tảng Flutter (ưu tiên các ứng viên có kinh nghiệm thuần Mobile). ● Có kinh nghiệm với GIT source control, Agile process. ● Hiểu biết về OOP, thiết kế hệ thống. Hiểu biết về cấu trúc dữ liệu giải thuật là lợi thế. ● Có kinh nghiệm về Firebase. ● Có hiểu biết về CI/CD. d, Kỹ năng khác ● Có kỹ năng giao tiếp hiệu quả, làm việc nhóm. ● Có khả năng đóng góp, xây dựng cải thiện UIUX."
Chuyên Viên Kiểm Thử Manual Tester (Lương Từ 10tr Đến 15tr/Tháng),https://www.topcv.vn/viec-lam/chuyen-vien-kiem-thu-manual-tester-luong-tu-10tr-den-15tr-thang/1275714.html?ta_source=ITJobs_LinkDetail,Công ty TNHH sản xuất và thương mại Ninh Thanh,10 - 15 triệu,Hà Nội,,,,,
Nhân Viên Marketing Google Ads Tại Agency (Thu Nhập 10 - 20 Triệu),https://www.topcv.vn/viec-lam/nhan-vien-marketing-google-ads-tai-agency-thu-nhap-10-20-trieu/940589.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN ĐẦU TƯ QUỐC TẾ TOPTO HOLDING,10 - 20 triệu,Hà Nội,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"Về chuyên môn:Có ít nhất 2 - 3 năm kinh nghiệm trong ngànhThành thạo các loại hình quảng cáo của Google. Trong đó bắt buộc nắm vững: Google Search, Google Remarketing, Google Shopping, GDN, Youtube AdsCó tính chủ động CAO. Khi làm việc không cần phải có người khác nhắc việcCó khả năng chịu được áp lực công việc và kỹ năng teamwork tốtCó thể viết mô tả về cấu trúc và nội dung các landingpage (các trang đích) quảng cáo cho Design hoặc bộ phận lập trình webCó khả năng chạy các chiến dịch chuyển đổi và cách setup chuyển đổiSử dụng thành thạo các công cụ nghiên cứu từ khóaƯu tiên ứng vên có khả năng tự xây dựng landingpage bằng wordpress hay các nền tảng tạo landingpage (được đào tạo nhưng cần nắm cơ bản)Sử dụng thuần thục các công cụ phân tích, thống kê để tối ưu hiệu quả chiến dịch quảng cáo: Google Ads, Google Analytics, Google Tag Manager.Hiểu rõ rõ cơ chế targeting, retargeting của Google và đề xuất kết hợp với các kênh thuộc nền tảng khácƯu tiên từng chạy ngân sách lớnAm hiểu về hành vi khách hàng.Có tư duy logic tốt.Giao tiếp tốt, chịu khó học hỏi cái mới.Có chứng nhận về năng lực sử dụng Google Ads (thi trên Skillshop)Có khả năng đọc hiểu tiếng Anh. Điểm TOEIC từ 450 (không bắt buộc) Về con người:Hướng đến kết quả và Sẵn sàng chịu trách nhiệmLà người sống TỬ TẾ, trung thựcKhả năng học hỏi nhanhBiết lắng nghe, chia sẻLuôn mong muốn phấn đấu và phát triển bản thân.Hồ sơ ứng tuyển gồm:Một số case hoặc chiến dịch đã tham gia triển khai có kết quả tốt (nếu có, có thể gửi thông tin sơ bộ nếu thông tin dự án không tiện tiết lộ chi tiết)Một số trang đích đã tham gia xây dựng (nếu có)"
Phó Phòng Phát Triển Đối Tác Mảng Fintech (Thu Nhập Hấp Dẫn),https://www.topcv.vn/viec-lam/pho-phong-phat-trien-doi-tac-mang-fintech-thu-nhap-hap-dan/1267767.html?ta_source=ITJobs_LinkDetail,Công ty cổ phần Công nghệ Sapo,Thoả thuận,Hà Nội,,,,,
Fullstack Developer Lương Upto 35 Triệu,https://www.topcv.vn/viec-lam/fullstack-developer-luong-upto-35-trieu/1250886.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN MIA RETAIL,Tới 35 triệu,Hồ Chí Minh,,,,,
"Embedded Android Developer (2 Yoe, C/C++)",https://www.topcv.vn/viec-lam/embedded-android-developer-2-yoe-c-c/1280406.html?ta_source=ITJobs_LinkDetail,"MARUSYS VINA CO.,LTD",Tới 50 triệu,Hà Nội,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"EducationUniversity degree or above in Computer Science/Electronics/Industrial Engineering or equivalent.Working Experience and Knowledge[Mandatory] Have at least 2 years of experience in software development in C/C++[Mandatory] Have understanding and experience in Embedded Android/LinuxHave good knowledge of Object-Oriented Programming (OOP)and Design PatternsHave hands-on experience in using JIRA, SVN, GITExperiences related to multi-thread, multi-process programming (IPC)[Preferred] Knowledge about Android Platform, Related Product[Preferred] Have experience with STB product[Preferred] Have experience in Media Service (OTT), Android TV Input Framework (TIF)[Preferred] Experiences related to Open Source porting & development & customizingSkills and AbilitiesGood English skills in both verbal and writtenThorough, sincere, responsible, understanding mindsetStrong motivation to develop a career in automotive software and car automationActive communication internally and externallyGood ability in teamwork and working independentlyAbility to take business trip/ travel (e.g. Korea, UK, ect.)SupervisionPart Manager/ Team leader of Automotive team of MARUSYS VINAProject Manager in Korea"
Nhân Viên IT (PHP + JAVASCRIPT),https://www.topcv.vn/viec-lam/nhan-vien-it-php-javascript/1278024.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH CHYANG SHENG VIỆT NAM,Thoả thuận,Bình Dương,Nhân viên,1 năm,Toàn thời gian,Nam,"- Có kiến thức cơ bản về lập trình WEB (PHP, JAVASCRIPT) để tạo trang web- Có kiến thức về các hệ quản trị cơ sở dữ liệu MARIADB- Trao đổi thêm khi phỏng vấn"
Tester Leader/Trưởng Nhóm Kiểm Thử - Lương Up To 25M,https://www.topcv.vn/viec-lam/tester-leader-truong-nhom-kiem-thu-luong-up-to-25m/1283961.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH FIVE-STAR E-LEARNING,20 - 25 triệu,Hà Nội,,,,,
Fresher Software Developer,https://www.topcv.vn/viec-lam/fresher-software-developer/1273298.html?ta_source=ITJobs_LinkDetail,Công Ty TNHH LG CNS VIỆT NAM,Thoả thuận,Hà Nội,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,"I. Theo vị trí1. Kỹ sư lập trình WebCó tư duy logic, thuật toán tốtCó kiến thức cơ bản về Java core, Spring, Spring BootCó hiểu biết về Rest APIHiểu biết chung về HTML / HTML5, CSS / CSS3Hiểu biết về UI/UX PrinciplesCó hiểu biết về json object (understand)Có kinh nghiệm sử dụng Visual Code Studio, Git, Git Flow2. Kỹ sư Cloud/ DevOpsCó kiến thức liên quan tới Window, Linux, Unix OSCó kiến thức liên quan tới private cloud, public cloud.Có hiểu biết liên quan tới CI/CD tools: Gitlab, Jenkins, Nexus, etc.Có khả năng sử dụng scripts: Python, Bash ScriptCó khả năng xử lý vấn đềII. Yêu cầu chungTốt nghiệp Đại học với các chuyên ngành liên quan tới Máy tính, phần mềm, vvTiếng Anh TOEIC 450 trở lênCó khả năng làm việc nhóm và giao tiếp với team memberCẩn thận, trách nhiệm, có tinh thần cầu tiến, ham học hỏi và khả năng tự học[Ưu tiên]Có hiểu biết về SASS, BEMCó hiểu biết về jquery, ajaxBiết sử dụng Adobe Photoshop, Figma, coding convension cleanCó thể giao tiếp tiếng Hàn"
"Frontend Developer ( Vuejs Từ 2 Năm Kinh Nghiệm, Thành Thạo Javascript, Thu Nhập Lên Đến 30 Triệu Tại Hà Nội )",https://www.topcv.vn/viec-lam/frontend-developer-vuejs-tu-2-nam-kinh-nghiem-thanh-thao-javascript-thu-nhap-len-den-30-trieu-tai-ha-noi/1277173.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN DỊCH VỤ VÀ PHÁT TRIỂN CÔNG NGHỆ BEAE VIỆT NAM,18 - 30 triệu,Hà Nội,Nhân viên,2 năm,Toàn thời gian,Nam,"- Hiểu và sử dụng thành thạo framework Vuejs, kinh nghiệm tối thiểu 2 năm kinh nghiệm làm việc với các dự án.
- Thành thạo các ngôn ngữ như JavaScript, HTML, CSS và ít nhất một ngôn ngữ phía máy chủ (ví dụ: Nodejs, PHP, Go).
- Có kinh nghiệm với các framework backend như Nest JS, Laravel.
- Quen thuộc với các hệ thống cơ sở dữ liệu như MySQL, MongoDB hoặc SQL Server.
- Có kinh nghiệm kiểm soát mã nguồn như: Git, SVN, ...
- Có kinh nghiệm với Security Audit (không bắt buộc).
- Làm việc nhóm, giao tiếp tốt và có trách nhiệm cao.
- Sẵn sàng học hỏi các công nghệ mới."
Kỹ Sư An Ninh Mạng Lương Từ 40 Triệu / Tháng,https://www.topcv.vn/viec-lam/ky-su-an-ninh-mang-luong-tu-40-trieu-thang/1026763.html?ta_source=ITJobs_LinkDetail,Công ty TNHH sản xuất và thương mại Ninh Thanh,Trên 40 triệu,Hà Nội,Nhân viên,2 năm,Toàn thời gian,Nam,"- Kinh nghiệm hơn 2 năm về an toàn thông tin, kiểm thử bảo mật, tìm kiếm lỗ hổng.- Có một trong các chứng chỉ bảo mật sau sẽ là một lợi thế: OSCP, OSWE, CEH, AWS- Có kiến thức, kinh nhiệm penetration test ứng dụng web, mobile, desktop app- Có khả năng đọc hiểu các ngôn ngữ lập trình: Java, .Net, Node js- Hiểu về kiến trúc ứng dụng, hệ thống.- Hiểu, nắm rõ các tiêu chuẩn ANTT ứng dụng, tiêu chuẩn ANTT cho lĩnh vực Ngân hàng, tài chính.- Hiểu về các giải pháp ANTT ứng dụng như web application firewall, API security"
Kỹ Sư Phát Triển Phần Mềm Nhúng (Ngôn Ngữ Lập Trình C/C++) - Lương Từ $650 - $2200++,https://www.topcv.vn/brand/congnghiepvienthongquandoi/tuyen-dung/ky-su-phat-trien-phan-mem-nhung-ngon-ngu-lap-trinh-c-c-luong-tu-650-2200-j1269217.html?ta_source=ITJobs_LinkDetail,TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,"650 - 2,200 USD","Hà Nội, Hồ Chí Minh",Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"- Tốt nghiệp Đại học chính quy loại Khá trở lên chuyên ngành: Công nghệ thông tin, Điện tử viễn thông,...hoặc các chuyên ngành kỹ thuật khác liên quan.- Trình độ tiếng Anh tương đương tối thiểu 550 điểm Toeic.- Có tối thiểu 02 năm kinh nghiệm liên quan đến vị trí ứng tuyển.- Có kiến thức nền tảng về kỹ thuật vi xử lý và kỹ thuật điện tử (điện tử tương tự, điện tử số, mạch logic...), kiến trúc máy tính, hệ điều hành, kỹ thuật lập trình.- Sử dụng tốt ít nhất 01 công cụ lập trình nhúng cho vi điều khiển, vi xử lý cao cấp (ARM, DSP, ASIC).- Sử dụng tốt ngôn ngữ lập trình C/C++. - Có kinh nghiệm làm việc trên hệ điều hành Linux.- Có kinh nghiệm lập trình ngoại vi, giao tiếp bộ nhớ, giao tiếp số (UART/SPI/I2C/CAN...)."
Lập Trình Viên Back-End (NestJS),https://www.topcv.vn/viec-lam/lap-trinh-vien-back-end-nestjs/1278060.html?ta_source=ITJobs_LinkDetail,Công ty TNHH The Human,20 - 30 triệu,Hà Nội,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,- Kinh nghiệm ít nhất 2 năm với NestJS.- Hiểu biết về Node.js và các framework liên quan.- Kỹ năng làm việc nhóm tốt.- Kinh nghiệm với cơ sở dữ liệu SQL và NoSQL.- Kỹ năng giao tiếp và làm việc nhóm tốt.- Ưu tiên có kinh nghiệm với các dự án về logistic hoặc hệ thống quản lý chuỗi cung ứng.
IT Data Architect,https://www.topcv.vn/viec-lam/it-data-architect/1251660.html?ta_source=ITJobs_LinkDetail,Công Ty TNHH LG CNS VIỆT NAM,Thoả thuận,Hà Nội,,,,,
DEV Unity - Senior Fulltime Lương Đến 40 Triệu,https://www.topcv.vn/viec-lam/dev-unity-senior-fulltime-luong-den-40-trieu/1282022.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH NTADA,Tới 40 triệu,Hồ Chí Minh,,,,,
Kỹ Sư Lập Trình PLC,https://www.topcv.vn/viec-lam/ky-su-lap-trinh-plc/1271281.html?ta_source=ITJobs_LinkDetail,Công ty TNHH hệ thống Saishunkan Việt Nam,Tới 20 triệu,Hà Nội,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"- Tốt nghiệp cao đẳng, Đại học chuyên ngành Tự động hoá/ Điện tử. - Có kinh nghiệm trong việc lập trình PLC - Có khả năng đọc hiểu tài liệu kỹ thuật ( datasheet, technical documentation v.v..) - Có khả năng đọc hiểu tài liệu yêu cầu bằng tiếng Anh  - Hiểu biết về Ethernet TCP/IP, EtherNet/IP - Có kỹ năng làm việc theo nhóm, chịu được áp lực trong công việc và tinh thần trách nhiệm cao. - Có thể giải quyết vấn đề độc lập, kỹ năng phân tích yêu cầu và đưa ra giải pháp để giải quyết các vấn đề khó khăn trong công việc. - Sẵn sàng đi công tác Nhật ngắn hạn, dài hạn theo yêu cầu dự án"
Backend Developer (PHP),https://www.topcv.vn/viec-lam/backend-developer-php/1278296.html?ta_source=ITJobs_LinkDetail,Lampart,Thoả thuận,Hồ Chí Minh,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"• Vui lòng chú ý kiểm tra Inbox và cả Spam mail để nhận phản hồi từ Lampart nhé.• Ứng viên vui lòng cập nhật và gửi 2 CV (Tiếng Anh và Tiếng Việt) để được xử lý nhanh chóng.Yêu cầu kỹ thuật:Tốt nghiệp các ngành Khoa học máy tính, công nghệ thông tin, ...Kinh nghiệm 1 - 5 năm (tuỳ theo level) trong việc phát triển ứng dụng web, lập trình back end bằng ngôn ngữ PHP.· Framework Lavarel, CodeIgniter, CakePHP, Zend, ...· JavaScript và JS Frameworks (jQuery, AngularJS, Vuejs...).· MySQL và thiết kế Database.Yêu cầu khác:Tích cực, chủ động chia sẻ ý kiến, suy nghĩ của bản thân.Kỹ năng làm việc nhóm và giao tiếp tốt.Kỹ năng quản lý thời gian.Kỹ năng giải quyết vấn đề.Lợi thế:Có kinh nghiệm về phát triển ứng dụng di động là một lợi thế.Từng làm việc hoặc yêu thích môi trường Nhật Bản là một điểm cộng.Kỹ năng tạo & tổng hợp báo cáo tốt.Kỹ năng tiếp cận và học hỏi công nghệ mới nhanh chóng.Kiên trì, không từ bỏ khi gặp khó khăn – “Không gì là không thể”."
Lập Trình Viên Triển Khai Phần Mềm,https://www.topcv.vn/viec-lam/lap-trinh-vien-trien-khai-phan-mem/704106.html?ta_source=ITJobs_LinkDetail,Công ty TNHH Thực Phẩm Thái Sơn,Thoả thuận,Hồ Chí Minh,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,"- 3 năm triển khai hoặc duy trì giải pháp Local/Global ERP/Retail. - Khảo sát nghiệp vụ phân tích Gap List, thiết kế giải pháp và quy trình nghiệp vụ. Triển khai, đào tạo, duy trì. - Lập và quản lí kế hoạch (Timeline, HR, Budget) - Triển khai giải pháp thành sản phẩm, duy trì: Database (MySQL hoặc SQL), Win/Web form, report: .Net, XML Publiser - Kỹ năng lập trình tốt với ngôn ngữ PHP, Java, C++/C#- - Có kinh nghiệm làm việc với các hệ quản trị CSDL, My SQL, SQL"
Lập Trình Viên C/C++ Tại Hà Nội - Lương Từ 20 - 35 Triệu,https://www.topcv.vn/viec-lam/lap-trinh-vien-c-c-tai-ha-noi-luong-tu-20-35-trieu/1273032.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH CMC CYBER SECURITY,20 - 35 triệu,Hà Nội,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"- Tốt nghiệp chuyên ngành CNTT, điện - điển tử viên thông...- Từ 1 đến 3 năm kinh nghiệm phát triển phầm mềm. Có khả năng triển khai và viết design documents cho nhiều loại modules của sản phẩm- Có kinh nghiệm với ngôn ngữ lập trình C/C++ - Có khả năng lập trình với Rust là lợi thế- Khả năng làm việc độc lập và làm việc nhóm tốt"
Web Developer,https://www.topcv.vn/viec-lam/web-developer/1282066.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN PHẦN MỀM VIỄN THÔNG MIỀN NAM,10 - 20 triệu,Hồ Chí Minh,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"● Have at least 1 year of experience.
● Good understanding of the TypeScript, HTML, CSS.
● Experience with React, React-Query, NextJS, Tailwind CSS, CSS Compiler (Scss/Less).
● Familiarity with RESTful APIs.
● Experience with common front-end development tools such as Vite, Babel, Webpack, NPM, etc.
● Good command of source code management such as Git.
● Ensure the technical feasibility of UI/UX designs.
● Develop web templates based on graphical web layout designs that follow the strict requirements.
● Knowing about SEO, NodeJS, MongoDB, React Native is an advantage.
● Có ít nhất 1 năm kinh nghiệm.● Hiểu biết tốt về TypeScript, HTML, CSS.● Có kinh nghiệm với React, React-Query, NextJS, Tailwind CSS, CSS Compiler (Scss/Less).● Làm quen với API RESTful.● Có kinh nghiệm với các công cụ phát triển front-end phổ biến như Vite, Babel, Webpack, NPM, v.v.● Khả năng quản lý mã nguồn tốt như Git.● Đảm bảo tính khả thi về mặt kỹ thuật của thiết kế UI/UX.● Phát triển các mẫu web dựa trên thiết kế bố cục web đồ họa tuân theo các yêu cầu nghiêm ngặt.● Biết về SEO, NodeJS, MongoDB, React Native là một lợi thế."
Kỹ Sư Giải Pháp Telco Cloud (VTNet) - Lương Thưởng Hấp Dẫn,https://www.topcv.vn/brand/congnghiepvienthongquandoi/tuyen-dung/ky-su-giai-phap-telco-cloud-vtnet-luong-thuong-hap-dan-j1274246.html?ta_source=ITJobs_LinkDetail,TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,Thoả thuận,Hà Nội,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"- Tốt nghiệp đại học chuyên ngành Điện tử viễn thông/Công nghệ thông tin hoặc các chuyên ngành có liên quan: loại Khá trở lên (chấp nhận hồ sơ của sinh viên mới tốt nghiệp)- Tiếng Anh: TOEIC 550 trở lên hoặc tương đương.- Có các chứng chỉ CCNA, LPIC, COA, CKA ... là một lợi thế- Sáng tạo, năng động, trách nhiệm, có khả năng làm việc độc lập và làm việc theo nhóm.- Trung thực, trách nhiệm, cẩn thận, tỉ mỉ, chịu được áp lực công việc cao.- Ưu tiên các ứng viên:+ Có kinh nghiệm, chuyên môn về Cloud, Hệ điều hành, Networking+ Có kinh nghiệm, chuyên môn về mạng lõi di động 2G/3G/4G/5G"
Business Development Manager - Banking & Insurance,https://www.topcv.vn/viec-lam/business-development-manager-banking-insurance/1283023.html?ta_source=ITJobs_LinkDetail,SVTECH,Thoả thuận,Hồ Chí Minh,Trưởng/Phó phòng,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"Bachelor’s degree in Business, Finance, IT, or related field.Proven experience in solution sales, preferably in the Banking or Insurance sector.Strong understanding of Data and Analytics solutions and their application in business contexts.Familiarity with banking and insurance business models, processes, data structures, and IT infrastructure.Excellent communication, presentation, and interpersonal skills.Ability to think strategically and understand the broader business implications of technology solutions.Fluent in Vietnamese and proficient in English."
Trưởng Phòng Kỹ Thuật Giải Pháp Lương + Thưởng Thu Nhập Hấp Dẫn,https://www.topcv.vn/viec-lam/truong-phong-ky-thuat-giai-phap-luong-thuong-thu-nhap-hap-dan/1266181.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH CÔNG NGHỆ VÀ GIẢI PHÁP THÔNG MINH,15 - 30 triệu,Hà Nội,Trưởng/Phó phòng,2 năm,Toàn thời gian,Không yêu cầu,"- Nam Tốt nghiệp Đại học chuyên ngành CNTT.
- Có từ 2 năm kinh nghiệm trở lên với công việc tương đương.
- Tuổi từ 24 đến 36, có thể đi công tác nếu có yêu cầu.
- Sử dụng thành thạo AutoCAD, Internet, tin học văn phòng ...- Có khả năng thuyết trình, huấn luyện công việc tốt."
Chuyên Viên Digital Marketing & Social - Đi Làm Ngay - Thu Nhập Từ 10 Triệu Trở Lên + Phụ Cấp,https://www.topcv.vn/viec-lam/chuyen-vien-digital-marketing-social-di-lam-ngay-thu-nhap-tu-10-trieu-tro-len-phu-cap/1215717.html?ta_source=ITJobs_LinkDetail,Công ty TNHH Công nghệ Sao Vega,Trên 10 triệu,Hà Nội,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"Có kinh nghiệm làm việc tại vị trí Digital Marketing, Growth Hack, Performance Marketing,...từ 1 năm trở lênCó kinh nghiệm, kiến thức về các phương pháp Inbound Marketing, hiểu biết về các nền tảng DSPsKhả năng nghiên cứu, phân tích dữ liệu tốtKỹ năng nghiên cứu, chủ động tìm tòi, tự họcTư duy chiến lược, hệ thống và logicAm hiểu các kênh social media như Facebook, Instagram, Twitter là một lợi thế. Có kỹ năng tìm kiếm, biên tập xử lý thông tin, thích đọc và theo dõi các fanpage, tạp chí quốc tế.Có kinh nghiệm từ 1 năm trở lên ở vị trí tương đương Sử dụng AI vào công việc là một lợi thếTôn trọng deadline"
Nhân Viên Xử Lý Dữ Liệu Hình Ảnh (Dán Nhãn Dữ Liệu AI) - Không Yêu Cầu Kinh Nghiệm,https://www.topcv.vn/viec-lam/nhan-vien-xu-ly-du-lieu-hinh-anh-dan-nhan-du-lieu-ai-khong-yeu-cau-kinh-nghiem/1127217.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH AI DATASET,Trên 6.8 triệu,Hà Nội,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"Không yêu cầu kinh nghiệmCó kinh nghiệm dán nhãn dữ liệu hình ảnh 2D, 3D là một lợi thếBắt buộc có laptop cá nhân và chuột máy tính.Chăm chỉ, cẩn thận, tỉ mỉ, nghiêm túc, có định hướng gắn bó lâu dài."
Unity Developer(1 Năm Kinh Nghiệm) - Lương Cứng Từ 14 - 25 Triệu/ Tháng + Chia Sẻ Lợi Nhuận Dự Án,https://www.topcv.vn/viec-lam/unity-developer1-nam-kinh-nghiem-luong-cung-tu-14-25-trieu-thang-chia-se-loi-nhuan-du-an/1250299.html?ta_source=ITJobs_LinkDetail,Công ty cổ phần 1pixel,14 - 25 triệu,Hà Nội,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"• Có kinh nghiệm 1 năm lập trình Unity và mong muốn sử dụng Unity là công cụ chính để phát triển game• Yêu thích làm game
• Có kiến thức với các khía cạnh trong phát triển game bao gồm OOP, UI, Animation...• Có khả năng đọc hiểu tài liệu Tiếng Anh và khả năng tự nghiên cứu, học hỏi công nghệ mới• Đã từng tham gia phát triển ít nhất 1 dự án game
• Có sản phẩm được publish trên các kho ứng dụng là một lợi thế"
Nhân Viên Thi Công Điện Mạng Camera (Thu Nhập Hấp Dẫn 10-15 Triệu),https://www.topcv.vn/viec-lam/nhan-vien-thi-cong-dien-mang-camera-thu-nhap-hap-dan-10-15-trieu/1161979.html?ta_source=ITJobs_LinkDetail,Công ty Cổ phần I.P.L,8 - 10 triệu,Hồ Chí Minh,Nhân viên,1 năm,Toàn thời gian,Nam,"- Ưu tiên ứng viên có kinh nghiệm trong lĩnh vực thi công điện, mạng, camera, thợ điện, ...- Nhanh nhẹn, hòa đồng, không ngại di chuyển, tăng ca,...- Ưu tiên các bạn chịu khó vì thường làm tăng ca nhiều (kịp tiến độ hoàn thành công trình)- Trình độ chuyên môn: Tốt nghiệp các ngành kỹ thuật, CNTT, Điện - Điện tử,...- Độ tuổi: Nam từ 20 - 35 tuổi"
Kỹ Sư IT Vận Hành Bảo Trì SE/TE/MES,https://www.topcv.vn/viec-lam/ky-su-it-van-hanh-bao-tri-se-te-mes/1278337.html?ta_source=ITJobs_LinkDetail,Công ty TNHH công nghệ Amtran Việt Nam,Thoả thuận,Hải Phòng,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"理工學歷,中文或英文能溝通。Tốt nghiệp đại học chuyên ngành khoa học kỹ thuật, có thể giao tiếp bằng tiếng Trung hoặc tiếng Anh.熟悉程式語言C#、VB6.0和Python。Làm quen với các ngôn ngữ lập trình C#, VB6.0 và Python."
Kỹ Sư Công Nghệ Thông Tin - Thu Nhập 25 Triệu,https://www.topcv.vn/viec-lam/ky-su-cong-nghe-thong-tin-thu-nhap-25-trieu/1206090.html?ta_source=ITJobs_LinkDetail,Trung Tâm Nghiên Cứu Và Phát Triển Mobifone - Tổng Công Ty Viễn Thông Mobifone,20 - 25 triệu,Hà Nội,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"Yêu cầu trình độ: Ứng viên đã tốt nghiệp Đại học (có bằng tốt nghiệp hoặc giấy chứng nhận tốt nghiệp tạm thời) chuyên ngành Công nghệ thông tin (ngành đúng hoặc ngành gần) thuộc các trường đại học công lập trong nước, hoặc tại các trường Đại học nước ngoài thuộc nhóm 1000 trường Đại học hàng đầu thế giới do các tổ chức/website có uy tín của Thế giới xếp hạng (bảng xếp hạng xác định tại năm tốt nghiệp của thí sinh dự tuyển).Yêu cầu kinh nghiệm:Lập trình ít nhất với Java hoặc C++ và một ngôn ngữ hướng đối tượng khácThành thạo ít nhất một trong những ngôn ngữ lập trình Java, .Net, PHP.Có kiến thức về phương pháp phân tích, thiết kế và lập trình hướng đối tượngLàm việc tối thiểu 1 năm ở vị trí tương đương Hoặc chấp nhận sinh viên mới ra trường (có kiến thức về Fullstack)Có kinh nghiệm về J2EE (JavaCore), Front End (JavaScript, HTML5, CSS, Jquery), SQL, mô hình MVC,MVVM, ...Yêu cầu chung khác:Ưu tiên Ngoại ngữ 450 Toeic hoặc tương đương trở lên.Có kĩ năng tư duy logic, phân tích và giải quyết vấn đề.Có tinh thần trách nhiệm, chịu áp lực công việc, có khả năng làm việc độc lập và làm việc nhómCó đam mê và liên tục cập nhật các xu thế công nghệ, giải pháp, dịch vụ mớiCó kĩ năng viết báo cáo tổng hợp và kĩ năng trình bày trước đám đông."
Kỹ Sư Giải Pháp Nghiệp Vụ (Ba),https://www.topcv.vn/viec-lam/ky-su-giai-phap-nghiep-vu-ba/261138.html?ta_source=ITJobs_LinkDetail,Khối Công nghệ thông tin - Viettel Telecom,Thoả thuận,Hà Nội,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"• Tốt nghiệp Đại học bằng khá trở lên chuyên ngành CNTT, ĐTVT, Toán tin Ứng dụng• Ít nhất 1 năm kinh nghiệm làm nghiệp vụ, tester
• Có kiến thức tốt về quy trình phát triển phần mềm
• Tiếng Anh tương đương TOEIC 550 trở lên
• Có kỹ năng làm việc độc lập và làm việc theo nhóm tốt
• Có kỹ năng giải quyết vấn đề tốt
• Khả năng chịu áp lực cao
• Năng động, sáng tạo, có khả năng đàm phán với khách hàng"
Product Marketing (AI Product),https://www.topcv.vn/viec-lam/product-marketing-ai-product/1264622.html?ta_source=ITJobs_LinkDetail,FPT Smart Cloud (FCI),18 - 25 triệu,Hà Nội,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"Interested in technologies and B2B marketingBasic knowledge in IT and computing is an advantage Good writing and content development skill Bachelor’s degree in marketing or related field (Business, Professional Communication, ect.)At least 2-3 years of experience in product marketing, content creation. Good management, organization, and analysis skill.Fluent in EnglishGood at using Microsoft Office, Excel.Has experience and knowledge about software/ IT is a plus."
