Title,Link,Company,Salary,Locations,Level,Year of Experience,Contract Type,Sex,Skills
Visual Basic Application Developer,https://www.topcv.vn/viec-lam/visual-basic-application-developer/1227349.html?ta_source=ITJobs_LinkDetail,Công ty Cổ phần Mirabo,15 - 30 triệu,Hà Nội,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"1) Yêu cầu cơ bản Ít nhất 2 năm kinh nghiệm code Visual Basic hoặc C# (framework VB.NET) Có kinh nghiệm phát triển với SQL ServerCó tinh thần trách nhiệm cao và cố gắng để hoàn thành tốt công việc. Có kỹ năng rất tốt về Excel Thành thạo kĩ năng debug, điều trả và sửa lỗi source code. Có kinh nghiệm về phát triển Agile, quy trình SCRUM Kỹ năng phân tích xử lý vấn đề tốt Làm việc độc lập hoặc theo nhóm để đáp ứng yêu cầu của dự án Chịu khó tìm hiểu và học tập những xu hướng mới nhất trong thiết kế và phát triển web"
IOS Developer,https://www.topcv.vn/viec-lam/ios-developer/1267757.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ TRUYỀN THÔNG TCOM,Tới 25 triệu,Hà Nội,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"1 năm kinh nghiệm trở lên với lập trình iOS.Tiếng Anh giao tiếp tốt.Biết và nắm vững về Swift (chính) , Objective-C (lợi thế), XCode, UIKit, CocoaPod.Có kinh nghiệm về Git, Social Network API, Firebase, Facebook SDK.Có kinh nghiệm làm việc với cache, cơ sở dữ liệu: SQLite, Realm, CoreData.Biết và nắm vững về các mô hình phát triển ứng dụng (MVC, MVP, và MVVM) là một lợi thế.Kinh nghiệm trong việc tối ưu hoá hiệu năng ứng dụng, bộ nhớ, nắm vững design pattern là một một thế."
Developer Java Spring,https://www.topcv.vn/viec-lam/developer-java-spring/1228724.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN CÔNG NGHỆ GIÁO DỤC F8,Trên 20 triệu,Hồ Chí Minh,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,"Require:At least Bachelor's or Engineer's Degree in Information Technology, Computer Science, or related fieldsExperience in Java and related technologies (JavaScript, Spring5, Spring Boot, J2EE, JSP, MSA, React, etc.)At least 3+ years working experience after graduationIntention to improve the ability & try hard with positive thinkingHaving good communication and problem-solving skillKorean speaking priorityPreferred Qualifications:Experience working with Cloud based technologies such as AWS, Azure, Google Cloud Platform is highly preferred.Experience working with the following DB : Oracle, MySQL, PostgreSQL, MongoDB, MariaDB, MS SQL ServerExperience working with ERP(HR, Procurement, Finance), MES(Manufacturing Execution System for Smart Factory), SCM(Marketing)"
Middle Vuejs Developer,https://www.topcv.vn/viec-lam/middle-vuejs-developer/1268164.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN CÔNG NGHỆ GIÁO DỤC F8,Trên 15 triệu,Hà Nội,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,"Có kinh nghiệm lập trình trên 3 năm với các dự án làm về các ngôn ngữ: VueJS, jQuery, Html5, Css3, SCSS, Javascript.Có kinh nghiệm debug, fix, cải thiện hiệu năng của phần mềm sử dụng developer toolCó kinh nghiệm thiết kế API, thực hiện mock API và unit test là một lợi thếCó kinh nghiệm tích hợp và hỗ trợ team trong việc tích hợp RESTful APICó kinh nghiệm backend là một lợi thế"
Designer Staff,https://www.topcv.vn/viec-lam/designer-staff/1268429.html?ta_source=ITJobs_LinkDetail,Công ty TNHH Vietry,Thoả thuận,Hồ Chí Minh,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"- Từ 1-2 năm kinh nghiệm làm việc tại vị trí Web designer hoặc UI designer. - Có kinh nghiệm thiết kế website, banner, brochure, poster, menu.......... của Nhật là một lợi thế. - Sử dụng thành thạo các phần mềm thiết kế (Photoshop, Illustrator, XD, Figma ...) - Có kiến thức về HTML5, CSS3, JavaScript hoặc jQuery là một lợi thế."
Trưởng Nhóm SEO Marketing/ SEO Marketing Leader,https://www.topcv.vn/viec-lam/truong-nhom-seo-marketing-seo-marketing-leader/1268909.html?ta_source=ITJobs_LinkDetail,Công ty Cổ phần Đầu tư HBR Holdings,18 - 25 triệu,Hà Nội,Trưởng nhóm,3 năm,Toàn thời gian,Không yêu cầu,"Có > 3 năm kinh nghiệm ở mảng SEOWEB Đã từng làm quản lý team SEO.Sử dụng thành thạo các công cụ hỗ trợ seo như: Ahref, Keywordtool, các công cụ hỗ trợ.Giao tiếp nội bộ tốt, có khả năng làm việc với các team phòng ban khác với thái độ sẵn sàng - hợp tác, hỗ trợ.Có khả năng đào tạo nhân viên, giúp nhân viên phát triển kỹ năng.Khả năng lắng nghe và luôn chủ động, không ngừng học hỏi nâng cấp bản thân, đội nhóm."
Project Manager (ERP),https://www.topcv.vn/viec-lam/project-manager-erp/1268384.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN AHT TECH,Tới 40 triệu,Hồ Chí Minh,Quản lý / Giám sát,3 năm,Toàn thời gian,Không yêu cầu,"At least 3 years of experience in project management, with a focus on ERP implementation projects.Strong understanding of ERP systems, with experience in Odoo being preferred.Excellent communication skills in English, with a strong ability to listen and comprehend.Proven ability to estimate project timelines and budgets based on WBS analysis and resource allocation.Familiarity with key business processes in industries such as Manufacturing, Commerce, and Services.Experience in implementing ERP projects for educational institutions is a plus.Background in Odoo or experience transitioning from a Business Analyst (Functional Consultant) role would be advantageous.Knowledge about Agile project implementation processSkilled in problem solving, negotiation with customers, team managementHaving project management certification (such as ACP, PMI, PMP) is preferred"
Technical Leader (Fullstack),https://www.topcv.vn/viec-lam/technical-leader-fullstack/1268435.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN AHT TECH,Tới 70 triệu,Hà Nội,Nhân viên,5 năm,Toàn thời gian,Không yêu cầu,"Minimum 5 years of experience in software development (webs, web-apps, applications,..), with at least 1 year in a Tech Lead or equivalent roleProficiency in programming languages such as JavaScript, Python, Java, PHP, Golang...Proficient with front-end frameworks like React, Vue, or Angular, as well as back-end frameworks like Django, Spring Boot, NodeJS, Laravel, etcFluent English (both written and verbal) to effectively work in an international environmentExperience in designing systems on Cloud (AWS, GCP, Azure) or On-premise for various systemsIn-depth understanding of deploying large systems, Distributed Systems, Microservices, Cloud, K8S,..Experience in integrating multiple systems using different standards, ESB, WSO2, etc., is preferredProficiency in drawing C4 models, UML, and detailed system models is a plusOpen mindset to learn other technology stacks (AIoT, Embedded,...)Strong leadership skills, team collaboration, and problem-solving abilitiesExecllent business mindset:Ability to receive inquiries directly from clients, then analyze and discuss among stakeholders for clarificationCan suggest good ideas/creative solutions to improve company‘s projects even if there is no problem at all"
Junior Hardware Engineer,https://www.topcv.vn/viec-lam/junior-hardware-engineer/1227208.html?ta_source=ITJobs_LinkDetail,VĂN PHÒNG ĐẠI DIỆN STYL SOLUTIONS PTE. LTD. TẠI THÀNH PHỐ HỒ CHÍ MINH,Thoả thuận,Hồ Chí Minh,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"Here at STYL Solutions, we encourage our employees to take initiative, propose ideas and provide them with the opportunity to dive into multiple projects. We are looking for candidates who possess the following:Education level: Bachelor’s degree in Electronic, Telecommunication, ComputerEngineering or equivalent.Have knowledge and experience in HW design schematic and/or layoutHave knowledge and experience in HW testingTechnical communication in English."
Senior Hardware Engineer,https://www.topcv.vn/viec-lam/senior-hardware-engineer/1227212.html?ta_source=ITJobs_LinkDetail,VĂN PHÒNG ĐẠI DIỆN STYL SOLUTIONS PTE. LTD. TẠI THÀNH PHỐ HỒ CHÍ MINH,Thoả thuận,Hồ Chí Minh,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,"Here at STYL Solutions, we encourage our employees to take initiative, propose ideas and provide them with the opportunity to dive into multiple projects. We are looking for candidates who possess the following:Education level: Bachelor’s degree in Electronic, Telecommunication, ComputerEngineering or equivalent.3 Years’ experience or above in Embedded Hardware Engineer or Electrical EngineerHave knowledge and experience in HW design schematic and/or layoutHave knowledge and experience in HW testingTechnical communication in English."
Head Of Data Management (Data Analyst) Tại Hà Nội,https://www.topcv.vn/viec-lam/head-of-data-management-data-analyst-tai-ha-noi/1261689.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH GIẢI PHÁP CÔNG NGHỆ ALETECH,Thoả thuận,Hà Nội,Trưởng/Phó phòng,5 năm,Toàn thời gian,Không yêu cầu,"Qualifications1. Educational Background:Bachelor's or Master’s degree in Computer Science, Data Science, or a related field.2. Experience:Minimum of 5 years of experience in data management, analytics, and visualization.Proven track record of successfully implementing data strategies in a business setting.3. Technical Skills:Proficiency in data analysis tools such as Python.Proficiency in SQL Server, Azure Blob Storage, and other relevant data storage technologies.Strong expertise in data visualization tools (e.g., Tableau, Power BI).4. Statistical Modeling and Machine Learning: Strong background in statistical modeling and machine learning techniques. Ability to apply advanced analytics to solve complex business problems.6. Language ProficiencyExceptional English language skills, both written and verbal.Ability to communicate complex technical concepts to non-technical stakeholders.7. Leadership and Collaboration:Demonstrated leadership and team management skills.Effective collaboration with cross-functional teams and excellent interpersonal skills.8. Analytical Thinking:Strong analytical and problem-solving skills, with meticulous attention to detail.Ability to translate complex data into actionable insights.9. Innovation and Continuous Learning:Commitment to staying updated on industry trends and emerging technologies.Proven ability to drive innovation in data management practices."
Business Development Executive,https://www.topcv.vn/viec-lam/business-development-executive/1269033.html?ta_source=ITJobs_LinkDetail,"PERSOLKELLY VIETNAM CO., LTD.",Thoả thuận,Hồ Chí Minh,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"Ít nhất 2 năm kinh nghiệm sales B2B.Có network với khối nhà máy, sản xuất, các khu công nghiệp,... với quy mô nhân sự từ 500 nhân viênCó kinh nghiệm trong lĩnh vực: dịch vụ nhân sự, sản phẩm phúc lợi nhân sự, ERP/CRM/HRS là một lợi thế.Nhanh nhạy, khéo léo trong giao tiếp, có kỹ năng networkingCó khả năng sử dụng tiếng Anh thành thạoLợi thế nếu có khả năng sử dụng tiếng Trung"
VMware Engineer,https://www.topcv.vn/viec-lam/vmware-engineer/1269031.html?ta_source=ITJobs_LinkDetail,CÔNG TY TRÁCH NHIỆM HỮU HẠN GIẢI PHÁP TOÀN CẦU IIJ VIỆT NAM,Thoả thuận,Hồ Chí Minh,Nhân viên,5 năm,Toàn thời gian,Không yêu cầu,"MUST:• Capability to design, implement, operate, and manage VMware vCenter, ESXi and otherVMware products.• 1+ years of experience as a VMware engineer• 1+ years of experience of VMware-based system or platform operation.• Experience and knowledge of Linux and Windows Server OS.• Knowledge of basic networking (TCP/IP fundamentals)• Excellent communication skills and ability to collaborate across a complex organization.• Intermediate English. BETTER TO HAVE:• Experience with VMware system over 10 ESXi hosts.• VMware Advanced Certified Engineer 6.5 or 7.0• Experience with the management and operational use of monitoring tools such as Zabbix,Grafana, PRTG, Cacti."
System Administrator,https://www.topcv.vn/viec-lam/system-administrator/1269026.html?ta_source=ITJobs_LinkDetail,CÔNG TY TRÁCH NHIỆM HỮU HẠN GIẢI PHÁP TOÀN CẦU IIJ VIỆT NAM,Thoả thuận,Hồ Chí Minh,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"• Experience with Administration Linux • VMware Cloud Director, vRealize Log Insight, NSX-T, vRealize Operations Manager... (will be trained after join)• Understanding of storage (SAN\NAS) connectivity from VSphere, mounting LUNs (iSCSI).• Logical thinking, discipline, careful, honest• Ability to research, learn to work effectively• Intermediate\advanced speaking, reading, and writing skills in English"
Tester,https://www.topcv.vn/viec-lam/tester/1269023.html?ta_source=ITJobs_LinkDetail,CÔNG TY TRÁCH NHIỆM HỮU HẠN GIẢI PHÁP TOÀN CẦU IIJ VIỆT NAM,Thoả thuận,Hồ Chí Minh,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,"MUST:Bachelor’s degree in business computer, Information Technology, Computer Science or any related fields.From 3 years of experience as a QC Engineer/ Software Tester (manual testing experience is required; automated testing is a plus).Experienced in creating, and maintaining test artifacts (test plans, test cases, test scenarios, test reports...).Experienced with reviewing test cases, test plans, testing documents.Experienced with API testing, Soap UI ...Experienced in Scrum teams.Good logical thinking, analyzing.The ability to learn new things.Must be honest, careful, self-disciplined, and self-motivated.Proactive, friendly, and open.BETTER TO HAVE:Having good supervisory and leadership skills.Knowledge of the cloud/security/ Infrastructure domainExperienced in automation testing.Good English communication."
System Engineer,https://www.topcv.vn/viec-lam/system-engineer/1269013.html?ta_source=ITJobs_LinkDetail,CÔNG TY TRÁCH NHIỆM HỮU HẠN GIẢI PHÁP TOÀN CẦU IIJ VIỆT NAM,Thoả thuận,Hồ Chí Minh,Nhân viên,5 năm,Toàn thời gian,Không yêu cầu,"• 2+ years of experience in Windows/Linux• Strong experience with VMware products• 24x7 on call support• MCSE or LPI certified Experience working with Linux/Windows• Experience with Active Directory, DNS, SFTP, NTP, SSH, Syslog servers.• Good understanding of Networking layer 1, 2, and 3 networking issues• Strong Analytical and problem-solving skills with high attention to detail• Logical thinking, discipline, careful, honest• Ability to research, learn to work effectively.• Intermediate speaking, reading, and writing skills in English• Applicants should meet age preference from 25 to 35"
Frontend Developer (ReactJs/ NextJs) - Upto 40M,https://www.topcv.vn/viec-lam/frontend-developer-reactjs-nextjs-upto-40m/1252400.html?ta_source=ITJobs_LinkDetail,"MARUSYS VINA CO.,LTD",Tới 40 triệu,Hà Nội,Nhân viên,4 năm,Toàn thời gian,Không yêu cầu,"1.Work ExperienceAt least 3-5+ years hands-on experience in below languages, frameworks and libraries :NextJS, ReactJSJavascript & Typescript (>= ES6)HTML, CSS3, Bootstrap/Tailwind CSSRESTful API, SocketFamiliar with:Webpack, EslintYarn, Npm/PnpmFigma/ ZeplinDockerGit (Github / Gitlab)PostmanJIRA, SlackBuild reusable components/modules for future use.Clear understanding of server side rendering, client side rendering and static site generationExperience in responsive UI: know how to make sure the UI works in multiple resolutions, know how to make sure the UI is rendered fast on mobile.Collaborate with Back-end developers to integrate user-facing elements with server-side logic.Experience in building Restful API in NodeJs (Express/NestJs/KoaJs) and communicating with Database(Mysql/Postgres, MongoDB, Redis)Good problem solving, organizational and time management skillsKeen on learning new tech stacks and frameworks2. KnowledgeHave strong interest and basic understanding in AI tools such as ChatGPT & Copilot[Essential] Know how to write clean and efficient code, reivew code[Essential] Process of Code Versioning (SVN, Git)[Preference] Knowledge of Agile Scrum development process is a plus[Preference] Understanding of software development process and design3.Skills and attitudeGood Written English skill, Verbal English Communication is a big plus Good problem-solving skills, thorough, sincere, responsible, understanding mindsetLogical thinking required as an engineer.Experience working independently and as part of a team. Active communication internally and externally"
TTS NodeJS,https://www.topcv.vn/viec-lam/tts-nodejs/1227266.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN ADAMO SOFTWARE,3 - 5 triệu,Hà Nội,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"Nắm vững các kiến thức về NodeJSKỹ năng làm việc nhóm và trao đổi thông tin tốtChăm chỉ, có tinh thần học hỏi, chủ động trong công việcĐam mê lập trình, tư duy logic, sẵn sàng tìm hiểu và học hỏi cái mớiNhiệt tình và có trách nhiệm trong công việcCó tiếng anh giao tiếp trong công việc là lợi thếCó thể làm được fulltime từ giờ đến khi tốt nghiệp"
ReactJS Developer,https://www.topcv.vn/viec-lam/reactjs-developer/1227298.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN ADAMO SOFTWARE,12 - 25 triệu,Hà Nội,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"Có từ 6 tháng kinh nghiệm lập trình ReactJSHiểu về lập trình OOPThành thạo về: HTML, CSS, JSBiết về UML(Activity diagram, Class diagram, Sequence diagram,...)Có kinh nghiệm làm việc với RESTful API hoặc GraphQLCó kinh nghiệm làm việc với Git, SVNCó khả năng giao tiếp tiếng Anh khá"
TTS Ruby On Rails,https://www.topcv.vn/viec-lam/tts-ruby-on-rails/1227306.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN ADAMO SOFTWARE,3 - 5 triệu,Hà Nội,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"HTML + CSS: Nắm được cơ bản, biết cách sử dụng bootstrapJavascript: Nắm được cơ bản, biết cách sử dụng ajax. Biết reactJS là một lợi thếGit: Nắm được cách sử dụng GitDB: MySql hoặc PostgresqlRuby on Rails: Nắm được mô hình MVC, ORM trg rails => ActiveRecordKỹ năng làm việc nhóm và trao đổi thông tin tốtChăm chỉ, có tinh thần học hỏi, chủ động trong công việcĐam mê lập trình, tư duy logic, sẵn sàng tìm hiểu và học hỏi cái mớiNhiệt tình và có trách nhiệm trong công việc"
TTS ReactJS,https://www.topcv.vn/viec-lam/tts-reactjs/1227333.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN ADAMO SOFTWARE,3 - 5 triệu,Hà Nội,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"Có thể sắp xếp thời gian đi làm fulltimeNắm vững các kiến thức về ReactjsCó kiến thức tốt về Javascript, HTML, CSS, REST API, XML, JSON, JS,...Kỹ năng làm việc nhóm và trao đổi thông tin tốtChăm chỉ, có tinh thần học hỏi, chủ động trong công việcĐam mê lập trình, tư duy logic, sẵn sàng tìm hiểu và học hỏi cái mớiNhiệt tình và có trách nhiệm trong công việcCó tiếng anh giao tiếp trong công việc là lợi thế"
TTS Tester,https://www.topcv.vn/viec-lam/tts-tester/1227343.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN ADAMO SOFTWARE,3 - 5 triệu,Hà Nội,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"Có hiểu biết về lĩnh vực kiểm thử (đã từng tham gia khóa học tester cơ bản hoặc đã thực tập tại vị trí tương đương)Kỹ năng làm việc nhóm và trao đổi thông tin tốtChăm chỉ, có tinh thần học hỏi, chủ động trong công việcĐam mê công việc, sẵn sàng tìm hiểu và học hỏi cái mớiNhiệt tình và có trách nhiệm trong công việcCó tiếng anh giao tiếp trong công việc là lợi thế"
Thực Tập Sinh PHP,https://www.topcv.vn/viec-lam/thuc-tap-sinh-php/1227358.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN ADAMO SOFTWARE,3 - 5 triệu,Hà Nội,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"Nắm vững các kiến thức về PHPCó kiến thức tốt về MySQL, viết và tối ưa hóa truy vấn SQLKiến thức tốt về lập trình hướng đối tượng.Có kiến thức về lập trình web: HTML, CSS, Javascript, JQuery, ...Có kinh nghiệm làm việc với một trong các Framework: Laravel, CakePHP là lợi thếKỹ năng làm việc nhóm và trao đổi thông tin tốtChăm chỉ, có tinh thần học hỏi, chủ động trong công việcĐam mê lập trình, tư duy logic, sẵn sàng tìm hiểu và học hỏi cái mớiNhiệt tình và có trách nhiệm trong công việcYêu cầu làm được fulltime từ giờ đến khi tốt nghiệp Đại họcCó tiếng anh giao tiếp trong công việc là lợi thế"
TTS React Native,https://www.topcv.vn/viec-lam/tts-react-native/1227348.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN ADAMO SOFTWARE,3 - 5 triệu,Hà Nội,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"Nắm vững các kiến thức về React NativeCó kiến thức tốt về Firebase/push notification, Redux, Google APICó kiến thức tốt về Javascript, HTML5, CSS3, REST API, XML, JSON, JS,...Có kinh nghiệm/hiểu biết về Angular, React JS là lợi thếKỹ năng làm việc nhóm và trao đổi thông tin tốtChăm chỉ, có tinh thần học hỏi, chủ động trong công việcĐam mê lập trình, tư duy logic, sẵn sàng tìm hiểu và học hỏi cái mớiNhiệt tình và có trách nhiệm trong công việcTiếng Anh có thể giao tiếp ở mức kháYêu cầu có thể làm fulltime đến khi tốt nghiệp"
.NET Developer,https://www.topcv.vn/viec-lam/net-developer/1227389.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN ADAMO SOFTWARE,12 - 25 triệu,Hà Nội,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"Có từ 1 năm kinh nghiệm .NET với ASP.NET MVC hoặc ASP.NET Core (version 6)Có kinh nghiệm về RESTful API, Dependency Injection, Unit Testing (Nunit), Version Control (Git) và Databases (SQL Server)Biết áp dụng nguyên lý KISS, DRY, Clean code vào dự ánThành thạo HTML, Java Script/JQuery, CSS, BootstrapCó kinh nghiệm làm việc với WebAPINắm được nguyên lý OOP và các Design PatternsTư duy lập trình tốt, kỹ năng giải quyết vấn đề tốtCó kinh nghiệm xây dựng dự án theo mô hình microservice là lợi thếCó hiểu biết về Azure devops là một lợi thếChủ động trong công việc, tuân thủ quy trình làm việcCó tiếng anh giao tiếp là lợi thế"
Nhân Viên Marketing Facebook Ads,https://www.topcv.vn/viec-lam/nhan-vien-marketing-facebook-ads/1265544.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH ATOSA VIỆT NAM,8 - 20 triệu,Hà Nội,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"Trình độ:Ưu tiên Tốt nghiệp Đại học các chuyên ngành Báo chí, Truyền thông, Xã hội, Marketing, Digital Marketing..), cao đẳng FPTĐộ tuổi: Nam/Nữ: 20-28tKinh nghiệm:Kinh nghiệm ít nhất 1 năm ở vị trí tương đương.Có kiến thức về MKT (Hệ thống BC, hệ thống Page, Digital Marketing ...)Hiểu biết về hệ thống BC và hệ thống Page.Tư duy/ kỹ năng:Yêu thích sự đổi mới và phát triển và có trách nhiệm trong công việcCó kỹ năng giao tiếp, sáng tạo, xử lý vấn đề, khả năng làm việc nhómKỹ năng nghiên cứu, phân tích dữ liệu để đưa ra quyết định, kỹ năng báo cáoChủ động trong công việc, có tinh thần trách nhiệm, trung thực, cẩn thận.Sẵn sàng tiếp nhận nhiệm vụ mới, thử thách mớiCó khả năng thích ứng và linh hoạt trong công việcLà người cẩn thận, thích làm việc với những con số.Biết tiếng anh là 1 lợi thếCó khả năng sáng tạo, làm việc nhómKỹ năng giao tiếp và thuyết trình tốt.Kỹ năng nghiên cứu, phân tích dữ liệu để đưa ra quyết định, kỹ năng báo cáoChủ động trong công việc, có tinh thần trách nhiệm, trung thực, cẩn thận.Sẵn sàng tiếp nhận nhiệm vụ mới, thử thách mớiCó khả năng thích ứng và linh hoạt trong công việcLà người cẩn thận, thích làm việc với những con số.Đã từng chạy ngân sách lớn là một lợi thếCó kinh nghiệm chạy Facebook (Chạy chuyển đổi, Mess,...)Đã tham gia các lớp học về Quảng cáo và Digital MarketingKhông cần ưu tiên chạy ngân sách quá cao, mà những nhân sự có tối ưu quảng cáo."
TTS Business Analyst,https://www.topcv.vn/viec-lam/tts-business-analyst/1267760.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN ADAMO SOFTWARE,3 - 5 triệu,Hà Nội,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"Tư duy hệ thống và tiếp cận với nền tảng phần mềm mới tốtTinh thần ham học hỏi, chịu được áp lực tốt, nhạy bén và có khả năng giao tiếp.Chủ động trong công việc, tinh thần trách nhiệm và tinh thần làm việc nhóm.Tiếng Anh giao tiếp thành thạo"
Devops (Base System Admin),https://www.topcv.vn/viec-lam/devops-base-system-admin/1268448.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN TẬP ĐOÀN NEXTTECH,15 - 20 triệu,Hà Nội,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,"Yêu cầu chung– Có kinh nghiệm từ 01 năm trở lên ở vị trí System Admin– Có kiến thức cơ bản, cài đặt, vận hành, tối ưu HĐH Linux, các phần mềm OpenSource trên môi trường Linux.Ưu tiên– Có kinh nghiệm làm việc với các automation tools: Ansible, Salt– Có kinh nghiệm triển khai các hệ thống monitoring: ELK, Grafana, App manager...– Có kinh nghiệm sử dụng công nghệ container như Docker,...– Có kinh nghiệm triển khai quy trình CI/CD: Jenkins, Gitlab CI,.."
Data Engineer,https://www.topcv.vn/viec-lam/data-engineer/1266813.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ TTC VIỆT NAM,Tới 25 triệu,Hà Nội,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"Yêu cầu kỹ thuật:Thành thạo một trong các ngôn ngữ lập trình: PLSQL, Java, .Net, Python, ScalaCó lợi thế nếu đã từng làm việc với các hệ thống học máy (Machine Learning), khai phá dữ liệu (Data Mining), các hệ thống như Hadoop eco system, Spark, Cassandra, Neo4j...Yêu cầu kỹ năng:Kỹ năng làm việc nhóm và làm việc độc lập tốtTiếng Anh tốt .Trung thực, tin cậy, cẩn trọng.Có khả năng làm việc dưới môi trường nhiều áp lực, liên tục thay đổi.Yêu cầu kinh nghiệm:Tối thiểu 2 năm kinh nghiệm tại NH hoặc các tổ chức, tập đoàn CNTTNắm rõ các quy chuẩn về quy trình xây dựng và triển khai một phần mềm.Ưu tiên có kinh nghiệm làm việc với các hệ thống cơ sở dữ liệu Oracle, DB2, NetezzaƯu tiên có kinh nghiệm làm việc với các hệ thống ETL: Data Stage, Pentaho, ODIKinh nghiệm làm việc với các nền tảng Cloud là một lợi thế."
Chuyên Viên IT Helpdesk,https://www.topcv.vn/viec-lam/chuyen-vien-it-helpdesk/1226230.html?ta_source=ITJobs_LinkDetail,Công Ty Tài Chính TNHH HD SAISON,Thoả thuận,Hà Nội,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"1. Trình độ học vấn: Trung Cấp Công Nghệ Thông tin/ Kỹ Thuật.2. Kinh nghiệm: Hỗ trợ kỹ thuật Windows 7/10, MS Office, Email, ADSL, Lan/Wan.3. Kỹ năng:Giao tiếp tốt;Làm việc nhóm, làm việc độc lập.3. Yêu cầu khác: Có khả năng di chuyển tốt."
Java Engineer (Junior/Mid Level) (Onsite),https://www.topcv.vn/viec-lam/java-engineer-junior-mid-level-onsite/1228615.html?ta_source=ITJobs_LinkDetail,"TECHVIFY SOFTWARE., JSC",15 - 25 triệu,Hà Nội,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"Technical skillsAt least 2-3 years of experience with Java technologiesExperience of SDLC/Scrum methodologiesUnderstanding about Java & OOPKnowledge of Java frameworks like Sping/ Spingboot/ HibernateExperience with database, such as MySQL, PostgreSQL or OraclePersonal skillsHonest and confident to directly work with colleague.Be proactive in work, good teamwork ability.Loves to work on an innovative product and ready to learn new things."
Nhân Viên TriểN Khai Hệ ThốNg,https://www.topcv.vn/viec-lam/nhan-vien-trien-khai-he-thong/1267621.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN CÔNG NGHỆ TÀI CHÍNH DCV,7 - 12 triệu,Hà Nội,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,"- Nhanh nhẹn, chăm chỉ, thật thà, tinh thần học hỏi cao, cầu tiến... - Kinh nghiệm 06 tháng - Đi công tác các vùng theo yêu cầu công việc - Ưu tiên các bạn đã có kinh nghiệm về lĩnh vực điện tử, điện, camera, sử dụng phần mềm... - Có khả năng làm việc độc lập, làm việc theo nhóm - Khả năng đáp ứng kịp thời các yêu cầu công việc được giao"
