Title,Link,Company,Salary,Locations,Level,Year of Experience,Contract Type,Sex,Skills
IT Helpdesk,https://www.topcv.vn/viec-lam/it-helpdesk/874687.html?ta_source=ITJobs_LinkDetail,Công ty Cổ phần Đầu tư Xây dựng Thiên Đức,11 - 13 triệu,Hà Nội,Nhân viên,2 năm,Toàn thời gian,Nam,"• Tốt nghiệp Cao đẳng trở lên chuyên ngành CNTT • Trung thực, nhiệt tình, năng động và có trách nhiệm với công việc• Có thể làm việc độc lập, hoặc làm việc nhóm• Có ít nhất 2 năm kinh nghiệm ở vị trí tương đương."
Nhân Viên Unity Dev,https://www.topcv.vn/viec-lam/nhan-vien-unity-dev/1267832.html?ta_source=ITJobs_LinkDetail,Công ty cổ phần Solar Việt Nam,12 - 30 triệu,Hà Nội,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,• Có kinh nghiệm làm về game+ tối ưu • Thành thạo Unity. • Nắm vững OOP và giải thuật• Kiến thức vững chắc về physics và kinh nghiệm về game.• Sử dụng các design patterns và xử lý đa luồng• Khả năng làm việc độc lập và theo nhóm•Ứng viên có 1 năm kinh nghiệm
Nhân Viên Idea Creator,https://www.topcv.vn/viec-lam/nhan-vien-idea-creator/1269003.html?ta_source=ITJobs_LinkDetail,TLD Global,8 - 12 triệu,Hà Nội,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,"- Sinh năm: 1996 - 2001- Có ít nhất 6 tháng kinh nghiệm làm idea cho sản phẩm 3D- Biết tiếng Anh đọc hiểu ở mức khá trở lên, am hiểu về văn hóa US/EU.- Có khả năng tìm kiếm và tổng hợp thông tin tốt. Có tư duy về thẩm mỹ là một lợi thế.- Tinh thần cầu tiến và kỷ luật trong công việc."
Middle Frontend Developer,https://www.topcv.vn/viec-lam/middle-frontend-developer/1268159.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH VAREAL VIỆT NAM,Tới 30 triệu,Hà Nội,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,"- Thao tác tốt với HTML/CSS và JavaScript - Có ít nhất 03 năm kinh nghiệm lập trình phần mềm Frontend, có sử dụng ReactJS/VueJS - Có kinh nghiệm với mô hình kiểm thử (VD: Jest, Mocha, testing library...) - Hiểu biết sâu về nguyên lý SOLID, các mẫu thiết kế phần mềm và những kỹ thuật tốt nhất trong lập trình - Có kiến ​​thức tốt về databases: MySQL, PostgreSQL - Có kinh nghiệm với các công cụ thiết kế như Sketch, Zeplin, Figma - Tiếng Anh khá- Tốt nghiệp Đại Học chuyên ngành CNTT hoặc các chuyên ngành có liên quan - Ưu tiên ứng viên có kinh nghiệm với Next.js, Nuxt.js, Demo project, code snippers.., AWS hoặc GCP"
Nhân Viên Business Intelligence Specialist (BI/Da),https://www.topcv.vn/viec-lam/nhan-vien-business-intelligence-specialist-bi-da/1091136.html?ta_source=ITJobs_LinkDetail,Công Ty Cổ Phần TMDV 30Shine,8 - 15 triệu,Hà Nội,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"- Ít nhất 1 năm kinh nghiệm với vị trí BI/DA- Thành thạo PowerBI, thành thạo SQL (join phức tạp, bảng tạm, stored procedures)- Định hướng phát triển mạnh về DA (nghiêng về đầu bussiness nhiều hơn là technical)- Khả năng giao tiếp, tư duy mạch lạc, ham thích giải quyết vấn đề- Đọc hiểu tiếng Anh phục vụ việc học tập, nghiên cứu thêm tài liệu."
Thực Tập Sinh Lập Trình Viên Python,https://www.topcv.vn/viec-lam/thuc-tap-sinh-lap-trinh-vien-python/1202387.html?ta_source=ITJobs_LinkDetail,Công ty TNHH Giải pháp và Công nghệ Nam Sơn,Thoả thuận,Hà Nội,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"- Sinh viên hoặc mới tốt nghiệp chuyên ngành Công nghệ thông tin, Hoặc các ngành có liên quan.- Nhanh nhẹn, sáng tạo, có đam mê và hoài bão- Có kiến thức, kỹ năng lập trìnhC++/Python cơ bản trở lên (được đào tạo thêm trong quá trình thực tập)- Có kiến thức, kỹ năng sử dụng Linux cơ bản (được đào tạo thêm trong quá trình thực tập)- Có khả năng làm việc độc lập và làm việc nhóm tốt.- Sự ham học hỏi, sáng tạo và có khả năng giải quyết vấn đề."
Thực Tập Sinh Python,https://www.topcv.vn/viec-lam/thuc-tap-sinh-python/1157799.html?ta_source=ITJobs_LinkDetail,Công ty TNHH 1 thành viên công nghệ và truyền thông 3i,Thoả thuận,Hà Nội,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"• Là sinh viên đã tốt nghiệp chuyên ngành Công nghệ thông tin, Toán tin, Khoa học máy tính, Kỹ thuật phần mềm, Điện tử viễn thông... hoặc các chuyên ngành có liên quan.• Bắt buộc phải làm việc FULLTIME.• Nắm vững những kiến thức lập trình cơ bản Web (HTML, CSS, Database...), sử dụng Python từ 4 tháng, biết về GIT.• Tư duy lập trình tốt và có niềm đam mê công nghệ và muốn phát triển trong lĩnh vực này.• Có khả năng Tiếng Anh tự đọc và tìm hiểu tài liệu.• Chịu khó tìm tòi học hỏi, tác phong làm việc chuyên nghiệp, năng động, cầu tiến, có trách nhiệm với công việc."
"Lập Trình Viên .Net Core, Angular",https://www.topcv.vn/viec-lam/lap-trinh-vien-net-core-angular/1195098.html?ta_source=ITJobs_LinkDetail,Công ty TNHH 1 thành viên công nghệ và truyền thông 3i,Thoả thuận,"Hà Nội, Hồ Chí Minh",Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,"– Từ 3-5 năm kinh nghiệm làm việc với ngôn ngữ lập trình C, .Net Core– Angular. Bao gồm code base có sẵn và các plugin tự viết thêm, HTML 5, CSS3, typescript , OOP, plugin...– .NET Core, sử dụng entity framework core..– Sử dụng các Pattern sau: Repository Pattern/UnitOfWork, IoC/DI, Service Pattern, API Pattern, Command Pattern(cho đồng bộ dữ liệu).– Cấu trúc code base theo Onion Architecture.– Quản lý code bằng GIT, TFS.– Mô hình triển khai theo microservice, ưu tiên biết sử dụng kèm MQ để đồng bộ dữ liệu.– Database: MS SQL Server, Oracle. Chạy mô hình HA.- Có khả năng tìm hiểu công nghệ, đọc hiểu tài liệu tiếng anh- Có tinh thần trách nhiệm, nhanh nhẹn, nghiêm túc trong công việc"
Backend Developer (Java/ Nodejs/.Net),https://www.topcv.vn/viec-lam/backend-developer-java-nodejs-net/1268409.html?ta_source=ITJobs_LinkDetail,Công ty Cổ phần Đầu tư và Công nghệ HTI,Tới 30 triệu,Hà Nội,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"Tốt nghiệp đại học loại trở lên chuyên ngành CNTT hoặc các chuyên ngành liên quanNhiệt tình và yêu thích công nghệKhả năng giao tiếp tốt.Có kinh nghiệm từ 2 năm sử dụng tối thiểu một ngôn ngữ lập trình back-end (Java, C#, NodeJS, Ruby, Python...)Có kinh nghiệm với một trong những database: MySQL, Oracle, DB2, Postgres – Được đào tạo nếu chưa có kinh nghiệm & đảm bảo đủ kiến thức nền tảng"
Java Backend Developer (Middle/Senior),https://www.topcv.vn/viec-lam/java-backend-developer-middle-senior/1228661.html?ta_source=ITJobs_LinkDetail,Viettel Software,Tới 40 triệu,Hà Nội,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"Ít nhất từ 3-5 năm kinh nghiệm. Thành thạo Java Core, các framework Java như Spring, Struts, Hibernate ... và một số design pattern thông dụngTư duy về thiết kế hướng đối tượng và nắm vững kiến thức về cấu trúc dữ liệu và giải thuật, lập trình hướng đối tượng ...Thành thạo SQL, PLSQL, có kiến thức về các hệ quản trị cơ sở dữ liệu Oracle/MySQL, noSQL, có khả năng tối ưu CSDLCó kinh nghiệm về FE Angular/Reactjs là lợi thếCó bằng cử nhân từ Cao đẳng trở lên các ngành CNTT hoặc các ngành liên quanƯu tiên ứng viên có kinh nghiệm lead team"
Intern Business Development (Korean Market),https://www.topcv.vn/viec-lam/intern-business-development-korean-market/1268311.html?ta_source=ITJobs_LinkDetail,Công ty CP Phần mềm MOR,Tới 5 triệu,Hà Nội,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"Sinh viên có thể đi thực tập fulltime tại văn phòngTiếng Hàn Topik 5 trở lên, giao tiếp tốtSinh viên theo học các chuyên ngành tiếng Hàn, CNTT tại các trường cao đẳng, đại họcCó kinh nghiệm sales, CSKH, Marketing là một lợi thế lớnCó kỹ năng giao tiếp tốt, trình bày vấn đề logic.Có khả năng lập kế hoạch và quản lý tốtCó thể sử dụng và giao tiếp được tiếng Anh là lợi thế lớn."
"Senior Java Engineer (AWS, English)",https://www.topcv.vn/viec-lam/senior-java-engineer-aws-english/1268232.html?ta_source=ITJobs_LinkDetail,Travel and Pay Software Solution,Thoả thuận,Hồ Chí Minh,Nhân viên,4 năm,Toàn thời gian,Không yêu cầu,"3+ years of proven hands-on Java Software Development experienceStrong knowledge of modern software engineering principles, patterns, and best practices. Understanding of micro-service and serverless architectures.Experience designing and developing Restful APIsExperience with cloud-native data stores and data processing systemsExperience in developing/deploying solutions to AWS Cloud"
Thực Tập Sinh Thiết Kế Website,https://www.topcv.vn/viec-lam/thuc-tap-sinh-thiet-ke-website/1084542.html?ta_source=ITJobs_LinkDetail,Công ty TNHH TM DV Nina,Thoả thuận,Hồ Chí Minh,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"Kinh nghiệm làm việc trong lĩnh vực sản xuất nội dung đa phương tiện và quảng cáo, nếu không sẽ được trainingSử dụng thành thạo các công cụ biên tập video, thiết kế đồ họa và phần mềm quảng cáoHiểu biết về quy trình làm landing page và quảng cáo trực tuyến.
Có trách nhiệm trong công việc
Đảm bảo thời gian
Ưu tiên có hiểu biết cơ bản về Digital.
Chủ động teamwork, có khả năng làm việc onlineNăng động và nhiệt tình với công việc"
Nodejs Developer,https://www.topcv.vn/viec-lam/nodejs-developer/1268705.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH TƯ VẤN CÔNG NGHỆ 247,Thoả thuận,Hà Nội,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"Ít nhất 1 năm kinh nghiệm làm việc NodeJSCó khả năng xác định, tiếp nhận, phân tích, xử lý vấn đề.Có kiến thức nền tảng, cấu trúc dữ liệu, thuật toán tốt.Có kinh nghiệm làm việc với Linux, Docker...Có kiến thức cơ bản với các giao thức mạng TCP/IP, HTTP và Websocket.Thành thạo làm việc với ít nhất 1 cơ sở dữ liệu.Có kiến thức tốt về phát triển NodeJS, ít nhất một framework NodeJS như Express, Nest, v.v.Có kiến thức tốt về phát triển dịch vụ web (RESTful).Có kiến thức và kinh nghiệm với cơ sở dữ liệu SQL / NoSQL và ngôn ngữ truy vấn khai báo của chúngSử dụng thành thạo công cụ quản lý source code version như Git."
Frontend Tech Lead (English Speaking),https://www.topcv.vn/viec-lam/frontend-tech-lead-english-speaking/1210538.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN AHT TECH,Thoả thuận,Hà Nội,Nhân viên,4 năm,Toàn thời gian,Không yêu cầu,"From 4-5 years of experience working as a Frontend DeveloperExcellent knowledge of frontend technologies, including but not limited to HTML, CSS (SASS, LESS, Critical), JavascriptStrong experience building web applications on frameworks and libraries such as ReactJS, VueJS or Angular/AngularJSExperience with a variety of projects: Edtech, Ecommerce, Fintech,...Having experience with server or other programming languages is an advantageHaving lead team experience is preferredHaving good English communication is an advantage"
Manual Tester (Dự Án E-Commerce),https://www.topcv.vn/viec-lam/manual-tester-du-an-e-commerce/1268912.html?ta_source=ITJobs_LinkDetail,Tigren Solutions,7 - 15 triệu,Hà Nội,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,"Tốt nghiệp Cao đẳng/ Đại học hoặc có chứng chỉ chuyên ngành Tester Có kinh nghiệm trong lĩnh vực kiểm thử phần mềm website ecommerce hoặc mobile app từ 6 tháng trở lên Am hiểu về quy trình phát triển phần mềm và các giai đoạn kiểm thử Có kinh nghiệm lập các Test Plan, thiết kế các Test case, Test Data Ưu tiên ứng viên vó kinh nghiệm làm việc với một trong các nền tảng: Magento, Shopify hoặc WordPress. Có tư duy logic, kỹ năng phân tích và giải quyết vấn đề, khả năng đọc hiểu tài liệu tiếng anh cơ bản, khả năng giao tiếp Tiếng Anh là một lợi thế."
Android Developer (Outsource/Onsite),https://www.topcv.vn/viec-lam/android-developer-outsource-onsite/1268941.html?ta_source=ITJobs_LinkDetail,Công Ty Cổ Phần Công Nghệ VMO Holdings,Thoả thuận,Hà Nội,Nhân viên,4 năm,Toàn thời gian,Không yêu cầu,"Có kinh nghiệm xây dựng các ứng dụng Android Native sử dụng ngôn ngữ Java/Kotlin Sử dụng tốt Android Studio và các công cụ phát triển, quản lý source code Có kinh nghiệm sử dụng các thư viện của Google và các third party libraries khác Có kinh nghiệm làm việc với RESTFUL API, JSON, XML, Navigation Component Có kinh nghiệm làm việc với Firebase Cloud Messaging, Firebase Analytics Có kinh nghiệm làm việc với Kotlin Jetpack Compose, coroutines kotlin, Clean architecture"
Senior Backend Developer (Nest JS/Typescript ),https://www.topcv.vn/viec-lam/senior-backend-developer-nest-js-typescript/734498.html?ta_source=ITJobs_LinkDetail,Công Ty Cổ Phần Công Nghệ VMO Holdings,"Tới 3,000 USD",Hà Nội,Trưởng nhóm,3 năm,Toàn thời gian,Không yêu cầu,"Từ 4 năm kinh nghiệm phát triển phần mềmLàm việc được với cả native Javascript (import/export of Modules, promise, async wait, callbacks) và Typescript với Node.JSCó kinh nghiệm với MEAN stack, Socket.io, NestJS, các công cụ hỗ trợ build và quản lý process: gulp, webpack, babel, esm, pm2, nodemon,...Sử dụng thành thạo RESTfull APIs và các cơ chế xác thực danh tính (Cookies, JWT)Kinh nghiệm thiết kế và xây dựng cơ sở dữ liệu với Mysql/SQL Server/MongodbCó kinh nghiệm làm việc với các hệ thống quản lý version, quản lý lỗi: Git, Jira...Có kinh nghiệm CI /CD với các tùy chọn như CircleCI, Jenkin hoặc Bitbucket, Gitlab...Có kinh nghiệm thiết kế kiến trúc hệ thống microserviceCó kinh nghiệm làm việc với quy trình phát triển phần mềm Agile- ScrumTiếng Anh có thể giao tiếp tốt với khách hàng ( Thị Trường Mỹ )Đã có kinh nghiệm quản lý teamTinh thần cầu tiến, cởi mở và thích học hỏi. Tư duy sáng tạo và giải quyết vấn đề tốtCó kinh nghiệm với frontend ReactJS là lợi thế"
