Size company,Salary,Level,Year of Experience,Contract Type,Sex,Programming Language,Language,Location
25-99,11000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
25-99,8500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hồ Chí Minh
25-99,4000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,12500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,php,tiếng anh,Hồ Chí Minh
10-24,18500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
25-99,25000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,12000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
500-1000,17500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
1000+,16500000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,27500000.0,Nhân viên,3 năm,Toàn thời gian,Nam,java,Không yêu cầu,Hà Nội
25-99,9000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,14500000.0,Nhân viên,2 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hồ Chí Minh
100-499,10500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,30000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
1000+,35000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,java,tiếng anh,Hà Nội
1000+,35000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,python,tiếng anh,Hà Nội
25-99,11000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Khác
25-99,15000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
25-99,15000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,c++,Không yêu cầu,Hà Nội
25-99,15000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,python,Không yêu cầu,Hà Nội
500-1000,6000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Khác
25-99,10500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hồ Chí Minh
25-99,8000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hồ Chí Minh
100-499,16000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,10000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,20000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,kotlin,tiếng anh,Hà Nội
100-499,20000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,tiếng anh,Hà Nội
100-499,30000000.0,Trưởng/Phó phòng,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
1000+,10500000.0,Nhân viên,1 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hồ Chí Minh
25-99,25000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,tiếng anh,Hồ Chí Minh
25-99,25000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hồ Chí Minh
25-99,20000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,15000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng nhật,Hà Nội
100-499,18500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,c#,tiếng anh,Hồ Chí Minh
100-499,18500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hồ Chí Minh
500-1000,15500000.0,Nhân viên,3 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hồ Chí Minh
100-499,4000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Thực tập,Không yêu cầu,Khác,tiếng anh,Hà Nội
100-499,39100000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Khác
10-24,16000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
100-499,10000000.0,Nhân viên,1 năm,Toàn thời gian,Nam,javascript,Không yêu cầu,Hà Nội
1000+,30000000.0,Nhân viên,4 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
1000+,30000000.0,Nhân viên,4 năm,Toàn thời gian,Không yêu cầu,c,Không yêu cầu,Hà Nội
100-499,10000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,30000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
500-1000,17500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
500-1000,17500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,c#,Không yêu cầu,Hà Nội
500-1000,17500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hà Nội
100-499,3500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,10000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,12000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
25-99,13500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
1000+,19500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,c#,Không yêu cầu,Hà Nội
1000+,19500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hà Nội
100-499,18500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hà Nội
25-99,27500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
100-499,18500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hồ Chí Minh
500-1000,11500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,11500000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,32500000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,c#,Không yêu cầu,Hà Nội
25-99,32500000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hà Nội
500-1000,42500000.0,Nhân viên,4 năm,Toàn thời gian,Không yêu cầu,typescript,tiếng anh,Hà Nội
500-1000,42500000.0,Nhân viên,4 năm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hà Nội
100-499,11000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,10000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,9000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
10-24,10500000.0,Nhân viên,1 năm,Toàn thời gian,Nữ,Khác,Không yêu cầu,Hà Nội
100-499,15000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
100-499,25000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Khác
100-499,30000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,c,tiếng anh,Hồ Chí Minh
25-99,19500000.0,Nhân viên,5 năm,Toàn thời gian,Không yêu cầu,python,Không yêu cầu,Hà Nội
25-99,15000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,35000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng nhật,Hà Nội
100-499,35000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
100-499,23000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
10000+,11000000.0,Nhân viên,3 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hà Nội
100-499,5000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,40000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng nhật,Hà Nội
100-499,40000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
10-24,30000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hồ Chí Minh
10-24,32500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,kotlin,Không yêu cầu,Hồ Chí Minh
10-24,32500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hồ Chí Minh
10-24,32500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,c,Không yêu cầu,Hồ Chí Minh
10-24,32500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hồ Chí Minh
25-99,25000000.0,Nhân viên,3 năm,Toàn thời gian,Nam,java,Không yêu cầu,Hà Nội
100-499,18000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,typescript,tiếng anh,Hà Nội
100-499,18000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,c#,tiếng anh,Hà Nội
100-499,17000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
100-499,26450000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,12500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
100-499,18500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,14500000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,15000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
10-24,13500000.0,Nhân viên,1 năm,Toàn thời gian,Nữ,Khác,Không yêu cầu,Hà Nội
10-24,11000000.0,Nhân viên,2 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hồ Chí Minh
25-99,8000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hà Nội
25-99,11500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hồ Chí Minh
100-499,8750000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Nam,Khác,Không yêu cầu,Khác
100-499,15250000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
25-99,2500000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
10-24,12000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hà Nội
1000+,14000000.0,Nhân viên,1 năm,Toàn thời gian,Nữ,Khác,tiếng anh,Hồ Chí Minh
25-99,15000000.0,Trưởng nhóm,3 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
100-499,15000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng nhật,Hà Nội
100-499,10000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,php,Không yêu cầu,Hồ Chí Minh
10-24,20000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
25-99,12500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,22500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
100-499,22500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,dart,Không yêu cầu,Hà Nội
100-499,22500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hà Nội
10-24,11000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Khác
1000+,15500000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
10-24,40000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
25-99,15000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng nhật,Hà Nội
25-99,15000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
10-24,20000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,php,tiếng anh,Hà Nội
100-499,22500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,tiếng anh,Hà Nội
25-99,11500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hồ Chí Minh
500-1000,35000000.0,Trưởng nhóm,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,34500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng nhật,Hồ Chí Minh
500-1000,40000000.0,Nhân viên,4 năm,Toàn thời gian,Không yêu cầu,python,Không yêu cầu,Hồ Chí Minh
500-1000,25000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hồ Chí Minh
10-24,12500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hồ Chí Minh
25-99,12500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,typescript,Không yêu cầu,Hà Nội
10000+,11000000.0,Nhân viên,3 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hà Nội
100-499,15500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Nam,java,Không yêu cầu,Hà Nội
100-499,15500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Nam,c#,Không yêu cầu,Hà Nội
100-499,15500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Nam,javascript,Không yêu cầu,Hà Nội
100-499,20000000.0,Nhân viên,2 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hà Nội
100-499,11000000.0,Nhân viên,1 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Khác
10-24,27500000.0,Quản lý / Giám sát,3 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
10-24,18500000.0,Trưởng nhóm,1 năm,Toàn thời gian,Không yêu cầu,php,Không yêu cầu,Hà Nội
100-499,30000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
10-24,14000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
10-24,21500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,python,Không yêu cầu,Khác
25-99,7000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hồ Chí Minh
100-499,27500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
10-24,15000000.0,Nhân viên,2 năm,Toàn thời gian,Nam,Khác,tiếng anh,Hà Nội
10-24,12500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
10-24,10000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hồ Chí Minh
100-499,20500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,python,tiếng anh,Hồ Chí Minh
100-499,12000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
10-24,15000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
1-9,17500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
500-1000,15000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
25-99,20000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hà Nội
100-499,11500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hồ Chí Minh
100-499,35000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,dart,tiếng anh,Đà Nẵng
100-499,35000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,dart,tiếng anh,Đà Nẵng
100-499,15000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
25-99,10500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
10000+,13500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,python,Không yêu cầu,Hà Nội
100-499,35000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,c#,Không yêu cầu,Hồ Chí Minh
25-99,13500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,c#,Không yêu cầu,Hồ Chí Minh
25-99,4000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Nữ,Khác,Không yêu cầu,Hà Nội
100-499,35000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Khác
100-499,40000000.0,Quản lý / Giám sát,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Khác
100-499,35000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,java,tiếng anh,Khác
100-499,35000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Khác
100-499,30000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
1000+,14000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hồ Chí Minh
10-24,2000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hồ Chí Minh
10-24,10000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
10-24,15000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,typescript,tiếng anh,Hà Nội
10-24,15000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hà Nội
10-24,10350000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,c#,Không yêu cầu,Hà Nội
25-99,16000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
25-99,16000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,python,Không yêu cầu,Hà Nội
100-499,17500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hồ Chí Minh
100-499,7000000.0,Nhân viên,1 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hà Nội
5000+,16000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hồ Chí Minh
25-99,11000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hồ Chí Minh
25-99,4500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Nam,java,Không yêu cầu,Hà Nội
25-99,4500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Nam,c#,Không yêu cầu,Hà Nội
25-99,15000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
5000+,11000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Nam,Khác,Không yêu cầu,Khác
100-499,15000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,c++,Không yêu cầu,Hồ Chí Minh
100-499,15000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,python,Không yêu cầu,Hồ Chí Minh
10-24,22500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
100-499,20000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng nhật,Hà Nội
500-1000,3000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
25-99,2500000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hồ Chí Minh
25-99,4000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Nữ,Khác,Không yêu cầu,Hồ Chí Minh
25-99,14500000.0,Nhân viên,1 năm,Toàn thời gian,Nam,php,Không yêu cầu,Hà Nội
